Date,Material,Count
1920,ceramic->,21
1920,synthetic->carbon,71
1920,fibre->,29
1920,ceramic->porcelain,28
1920,skin->leather,63
1920,metal->steel,223
1920,metal->brass,220
1920,paper->card stock,7
1920,resin - possible,6
1920,wood->birch,4
1920,wood->spruce,4
1920,wood->,171
1920,resin->rubber,114
1920,synthetic->plastic,33
1920,metal->copper,87
1920,metal->aluminum,35
1920,resin->ebonite,20
1920,wood->pine,2
1920,paper->cardboard,25
1920,wood->oak - possible,3
1920,metal->copper - possible,12
1920,metal->brass - possible,17
1920,metal->iron,51
1920,metal->cast-iron,53
1920,stone->asbestos,8
1920,synthetic->,30
1920,metal->iron - possible,3
1920,metal->lead,8
1920,metal->tin,9
1920,stone->mica,13
1920,metal->stainless steel,8
1920,fibre->velvet,7
1920,synthetic->leatherette,7
1920,metal->chromium,11
1920,metal->cast-iron - possible,1
1920,resin->rubber - possible,5
1920,synthetic - possible,3
1920,fibre->felt,15
1920,ceramic,31
1920,resin,10
1920,metal->tungsten,2
1920,fibre->canvas,12
1920,metal->nickel,18
1920,animal->hair,1
1920,wood->walnut,2
1920,plant->wheat,1
1920,ceramic->plaster,1
1920,wood->oak,12
1920,wood->cork,7
1920,synthetic->celluloid,1
1920,glass->enamel,9
1920,fibre->twill,1
1920,bone->,1
1920,fibre->wool,3
1920,skin,5
1920,paper->,16
1920,fibre->silk,5
1920,stone->sapphire,1
1920,synthetic->vinyl,3
1920,ceramic->pottery,1
1920,stone->sand,1
1920,wood->teak,1
1920,wood->mahogany,3
1920,wood->rosewood,1
1920,wood->cherry,1
1920,wood->cedar,3
1920,wood->butternut,1
1920,fluid->water,1
1920,animal->hair - possible,2
1920,fluid,4
1920,synthetic->leatherette - possible,1
1920,stone->marble,2
1920,metal->spring steel,1
1920,wood->ash,1
1920,plant->straw,1
1920,animal->intestine,1
1920,bone->ivory,2
1920,metal->steel - possible,21
1920,metal->aluminum - possible,4
1920,metal->chromium - possible,5
1920,metal->nickel - possible,2
1920,stone->,2
1920,fluid->alcohol,1
1920,animal,7
1920,metal->nickel-silver,1
1920,metal->bronze,4
1920,fibre->canvas - possible,2
1920,skin->pelt,4
1920,synthetic->elastic,1
1920,wood->bamboo - possible,1
1920,metal->silver,10
1920,metal->platinum,2
1920,fibre->linen,1
1920,resin->wax,5
1920,skin->leather - possible,1
1920,metal->gunmetal,1
1920,resin->phenolic,1
1920,stone,1
1920,synthetic - possible->,2
1920,resin - possible->,1
1920,fibre->cotton - possible,3
1920,metal->mercury,3
1920,stone->slate,1
1920,paper->cardboard - possible,1
1920,synthetic->bakelite - possible,5
1920,skin->chamois,3
1920,plant->,1
1920,ceramic - possible->,1
1920,ceramic->clay,2
1920,metal->electrum,2
1920,metal->zinc,3
1920,synthetic->cellulose nitrate,1
1920,ceramic->earthenware,2
1920,metal->stainless steel - possible,51
1920,stone - possible,1
1920,fibre->velvet - possible,1
1920,skin->chamois - possible,1
1920, ,1
1920,chamois - possible,1
1920,wood->willow - possible,1
1920,ceramic - possible,1
1920,wood->mahogany - possible,1
1920,wood->butternut - possible,1
1920,resin - possible->rubber - possible,1
1920,stone - possible->asbestos - possible,1
1920,animal - possible->glue - possible,1
1920,fibre->wool - possible,1
1920,:animal,1
1920,bone->horn,1
1920,glass - possible->enamel - possible,1
1921,fibre->linen,2
1921,wood->,37
1921,metal->aluminum,6
1921,glass,17
1921,paper->card stock,1
1921,metal->copper - possible,19
1921,paper,58
1921,wood,21
1921,metal,46
1921,synthetic->nylon - possible,1
1921,fibre->hemp - possible,1
1921,fibre->canvas,1
1921,,4
1921,wood->oak,4
1921,wood->birch,1
1921,skin->hide,2
1921,metal->,19
1921,synthetic->plastic,5
1921,paper->cardboard,4
1921,fibre->,2
1921,composite->ink,1
1921,animal->glue,1
1921,metal->brass,27
1921,synthetic->bakelite,13
1921,resin->rubber,6
1921,wood->oak - possible,1
1921,metal->brass - possible,1
1921,metal->copper,10
1921,metal->iron - possible,1
1921,skin->leather,14
1921,glass->,13
1921,metal->iron,3
1921,metal->steel,9
1921,plant->cane,1
1921,resin,2
1921,fibre,6
1921,synthetic,14
1921,paper->papier-mache,1
1921,ceramic,6
1921,fibre->velvet,2
1921,fibre->felt,3
1921,fibre->cotton,3
1921,metal->cast-iron,4
1921,wood->fir,1
1921,wood->boxwood,1
1921,synthetic->,2
1921,synthetic->leatherette,1
1921,metal->chromium,1
1921,paper->,1
1921,animal->shellac,1
1921,metal->nickel,3
1921,stone->mica,3
1921,resin->wax,4
1921,ceramic->porcelain,6
1921,composite,1
1921,ceramic->,4
1921,metal->tungsten,4
1921,metal->zinc,1
1921,animal,1
1921,resin - possible,1
1922,metal,81
1922,synthetic,39
1922,glass,48
1922,paper,22
1922,metal->steel,17
1922,metal->iron,8
1922,,5
1922,metal->,21
1922,synthetic->plastic,1
1922,wood->,18
1922,synthetic->bakelite - possible,1
1922,synthetic->plastic - possible,1
1922,fibre,9
1922,synthetic->bakelite,19
1922,metal->brass,15
1922,wood,29
1922,glass->,13
1922,resin->rubber,10
1922,plant->cane,1
1922,synthetic->carbon,3
1922,resin->wax,5
1922,metal->tin,4
1922,stone->marble,1
1922,stone->mica,2
1922,metal->bronze,1
1922,metal->cast-iron,4
1922,wood->walnut,1
1922,skin->leather,9
1922,metal->iron - possible,1
1922,synthetic->leatherette,1
1922,fibre->felt,1
1922,fibre->,5
1922,metal->aluminum - possible,1
1922,metal->gold,1
1922,metal->lead,3
1922,paper->,3
1922,composite->ink,1
1922,metal->copper,6
1922,paper->cardboard,2
1922,synthetic->vinyl,1
1922,ceramic,3
1922,wood->hickory,1
1922,metal->silver,1
1922,metal->nickel,3
1922,glass->enamel,1
1922,ceramic->porcelain,3
1922,fibre->velvet,1
1922,synthetic->cellulose,1
1922,metal->aluminum,1
1922,synthetic->,3
1922,stone,1
1922,metal->galena,2
1922,wood->boxwood,1
1922,ceramic->plaster,1
1922,metal->zinc,1
1922,metal->brass - possible,2
1922,ceramic->porcelain - possible,2
1922,wood->ash,1
1922,synthetic - possible,1
1923,,14
1923,synthetic->bakelite,26
1923,metal,85
1923,glass->,12
1923,metal->brass,23
1923,ceramic,8
1923,paper,58
1923,glass,72
1923,synthetic,41
1923,fibre,15
1923,metal->,26
1923,skin->leather,15
1923,wood,26
1923,wood->,24
1923,resin->rubber,6
1923,metal->brass - possible,1
1923,synthetic->plastic,5
1923,resin->ebonite,6
1923,metal->nickel,3
1923,metal->tin,2
1923,metal->aluminum - possible,1
1923,fibre->,2
1923,metal->cast-iron,5
1923,ceramic->porcelain,2
1923,metal->aluminum,4
1923,metal->bronze,2
1923,metal->lead,2
1923,wood->mahogany,5
1923,wood->walnut,1
1923,metal->steel,20
1923,metal->copper,4
1923,synthetic->,5
1923,metal->iron,8
1923,wood->teak,2
1923,metal->platinum,1
1923,stone->asbestos,1
1923,metal->zinc,1
1923,metal->duralumin,1
1923,synthetic->carbon,1
1923,paper->cardboard,7
1923,synthetic->leatherette,2
1923,animal->glue,1
1923,synthetic->celluloid,3
1923,metal->chromium,1
1923,metal->stainless steel,24
1923,bone->ivory,1
1923,synthetic->vinyl,1
1923,paper->card stock,2
1923,metal->iron - possible,1
1923,fibre->cotton,2
1923,fibre->felt,1
1923,wood->oak,3
1923,wood->birch,1
1923,wood->pine,1
1923,synthetic->bakelite - possible,1
1923,resin->phenolic,1
1923,fibre->felt - possible,1
1923,metal->steel - possible,2
1923,animal,13
1923,resin - possible,13
1923,:animal,1
1924,wood,44
1924,metal,98
1924,synthetic,56
1924,metal->tungsten,1
1924,glass,66
1924,paper,55
1924,,16
1924,metal->copper,9
1924,resin->gutta-percha,2
1924,fibre->jute,2
1924,wood->,37
1924,metal->aluminum,3
1924,metal->bronze,1
1924,synthetic->bakelite,34
1924,wood->oak,3
1924,metal->nickel,7
1924,glass->enamel,5
1924,ceramic->porcelain,6
1924,resin,2
1924,synthetic->plastic,9
1924,metal->brass,44
1924,metal->steel,11
1924,glass->,15
1924,resin->rubber,32
1924,metal->,32
1924,fibre->cotton,1
1924,skin->leather,11
1924,metal->brass - possible,2
1924,stone->slate,11
1924,metal->iron,20
1924,wood->mahogany,12
1924,wood->ebony,1
1924,fibre->felt,5
1924,synthetic->vinyl,1
1924,bone->ivory,1
1924,metal->bronze - possible,1
1924,fibre,21
1924,metal->silver,1
1924,resin->ebonite,2
1924,wood->walnut,2
1924,ceramic->earthenware,1
1924,synthetic->,8
1924,paper->cardboard,10
1924,fibre->canvas,1
1924,synthetic->leatherette,1
1924,metal->chromium,1
1924,metal->chromium - possible,1
1924,metal->aluminum - possible,1
1924,composite->fibreboard - possible,1
1924,paper->cardboard - possible,1
1924,paper->card stock,5
1924,synthetic->bakelite - possible,1
1924,skin,1
1924,metal->steel - possible,1
1924,wood->cork,2
1924,metal->tin,2
1924,fibre->,3
1924,stone->mica,4
1924,ceramic,2
1924,stone->asbestos,1
1924,synthetic - possible,1
1924,metal->gold,1
1924,metal->lead,1
1924,paper->,1
1924,synthetic->cellulose,1
1924,synthetic->acetate,1
1924,fibre->wool,1
1924,fibre->silk,1
1924,metal->cast-iron,1
1924,resin->wax,2
1924,fibre->linen,1
1924,ceramic->stoneware,2
1925,metal,176
1925,glass,112
1925,synthetic,103
1925,paper,79
1925,paper->cardboard,9
1925,wood->,35
1925,metal->steel,46
1925,metal->copper,53
1925,metal->brass,59
1925,synthetic->bakelite,28
1925,fibre->cotton,8
1925,wood->cedar,2
1925,wood->elm,1
1925,metal->,47
1925,fibre->linen,4
1925,fibre->,10
1925,composite->ink,1
1925,animal->glue,1
1925,paper->,4
1925,resin->rubber,24
1925,ceramic,11
1925,,14
1925,wood->mahogany,3
1925,wood->plywood,1
1925,fibre,51
1925,synthetic->plastic,7
1925,metal->aluminum,12
1925,metal->cast-iron,14
1925,metal->nickel,21
1925,resin->ebonite,3
1925,synthetic->carbon,10
1925,wood,58
1925,metal->lead - possible,3
1925,wood - possible,4
1925,glass->,32
1925,synthetic->bakelite - possible,2
1925,metal->steel - possible,3
1925,fibre->jute,1
1925,resin->gutta-percha,1
1925,metal->platinum,1
1925,synthetic->leatherette,3
1925,resin->wax,4
1925,fibre->canvas,3
1925,ceramic->porcelain,22
1925,metal->iron,19
1925,metal->bronze,4
1925,skin->leather,32
1925,synthetic->,14
1925,glass->enamel,3
1925,metal->aluminum - possible,2
1925,wood->oak,3
1925,stone->selenium,1
1925,ceramic->,4
1925,wood->butternut,1
1925,wood->walnut,1
1925,wood->spruce,1
1925,metal->chromium,2
1925,metal->brass - possible,2
1925,skin->leather - possible,1
1925,synthetic->vinyl,1
1925,metal->tin,1
1925,metal->chromium - possible,2
1925,metal->nickel - possible,1
1925,metal->silver,2
1925,fibre->linen - possible,1
1925,wood->teak,1
1925,skin,1
1925,paper->card stock,3
1925,metal->duralumin,1
1925,stone->mica,3
1925,metal->dumet,1
1925,metal->molybdenum,1
1925,metal->tungsten,1
1925,stone,2
1925,metal->galena,1
1925,resin->rubber - possible,1
1925,stone->asbestos,3
1925,fibre->felt,3
1925,plant->cactus,1
1925,stone->silica,1
1925,synthetic->condensite,1
1925,fibre->silk,1
1925,wood->pine,1
1925,wood->balsam fir,1
1925,metal->zinc,1
1925,composite->fibreboard,1
1925,fibre->wool,2
1925,fibre->canvas - possible,1
1925,metal->silver - possible,1
1925,plant,1
1926,paper,91
1926,metal->steel,26
1926,glass->,17
1926,synthetic->,7
1926,skin->leather,21
1926,fibre,17
1926,metal->brass,21
1926,synthetic->bakelite,11
1926,ceramic,5
1926,metal->,30
1926,wood->,18
1926,resin->rubber,10
1926,glass,62
1926,metal,80
1926,synthetic,66
1926,,15
1926,paper->card stock,4
1926,metal->copper,5
1926,synthetic->polyethylene,1
1926,fibre->jute,1
1926,resin->gutta-percha,1
1926,wood,24
1926,metal->nickel,7
1926,skin->,1
1926,metal->duralumin,2
1926,synthetic->carbon,5
1926,resin->phenolic,1
1926,resin->wax,1
1926,metal->cast-iron,7
1926,metal->tin,2
1926,fibre->velvet,1
1926,metal->chromium,3
1926,wood->mahogany,1
1926,metal->aluminum,5
1926,paper->,4
1926,paper->cardboard,8
1926,metal->iron,10
1926,glass->enamel,3
1926,ceramic->porcelain,1
1926,synthetic->leatherette,7
1926,synthetic->plastic,4
1926,fibre->cotton,3
1926,fibre->,3
1926,metal->brass - possible,1
1926,synthetic - possible,1
1926,metal->aluminum - possible,1
1926,resin->vulcanite,1
1926,synthetic->acetate,1
1926,animal->hair,1
1926,plant->straw,1
1926,fibre->linen,2
1926,fibre->wool,1
1926,ceramic->,11
1926,stone->asbestos,11
1926,ceramic->earthenware,1
1927,paper,84
1927,paper->cardboard,10
1927,composite->ink,2
1927,metal->steel,20
1927,glass,70
1927,metal,101
1927,synthetic,66
1927,metal->aluminum,8
1927,metal->iron,8
1927,wood->,20
1927,metal->nickel,2
1927,paper->,4
1927,glass->,14
1927,synthetic->plastic,8
1927,fibre,27
1927,,8
1927,fibre->,7
1927,metal->brass,18
1927,skin->leather,22
1927,metal->,27
1927,wood,34
1927,metal->copper,8
1927,resin->gutta-percha,1
1927,fibre->jute,1
1927,synthetic->bakelite,9
1927,synthetic->celluloid,2
1927,resin->rubber,9
1927,wood->walnut,1
1927,synthetic->formica,1
1927,wood->oak,2
1927,synthetic->bakelite - possible,1
1927,metal->cast-iron,2
1927,metal->tin,2
1927,resin->ebonite,1
1927,glass->enamel,4
1927,bone->ivory,1
1927,fibre->linen - possible,1
1927,synthetic->nylon,1
1927,metal->chromium,2
1927,synthetic->carbon - possible,1
1927,skin->lizard,1
1927,metal->iron - possible,1
1927,fibre->velvet,2
1927,synthetic->carbon,1
1927,fibre->canvas,2
1927,fibre->wool,1
1927,ceramic,2
1927,synthetic->,3
1927,ceramic->porcelain,2
1927,plant->wicker,2
1927,fibre->linen,2
1927,paper->card stock,3
1927,metal->steel - possible,1
1927,stone,1
1928,synthetic->plastic,8
1928,paper->card stock,4
1928,fibre,17
1928,metal,65
1928,paper,111
1928,wood->,26
1928,metal->steel,26
1928,metal->cast-iron,6
1928,metal->brass,24
1928,wood->boxwood,1
1928,metal->brass - possible,5
1928,wood,28
1928,glass,45
1928,synthetic,45
1928,,6
1928,paper->cardboard,13
1928,fibre->,8
1928,composite->ink,2
1928,animal->glue,1
1928,metal->,39
1928,glass->,24
1928,resin->rubber - possible,2
1928,metal->iron,9
1928,synthetic->bakelite,10
1928,metal->duralumin,1
1928,skin->leather,22
1928,resin->rubber,13
1928,wood->mahogany,2
1928,metal->copper,7
1928,fluid->oil,1
1928,fibre->wool - possible,1
1928,fibre->velvet,1
1928,synthetic->leatherette,4
1928,metal->aluminum,12
1928,metal->chromium,6
1928,synthetic->,9
1928,synthetic->vinyl,1
1928,metal->tungsten,2
1928,glass->fibreglass,1
1928,paper->,5
1928,fibre->cotton,8
1928,fibre->linen,5
1928,skin->pelt,1
1928,glass - possible,1
1928,fibre->silk,1
1928,animal->hair,2
1928,synthetic->elastic,1
1928,ceramic,2
1928,metal->tin - possible,6
1928,wood - possible->,2
1928,skin->leather - possible,2
1928,metal->silver,2
1928,ceramic->,4
1928,fibre->wool,1
1928,metal->nickel,3
1928,synthetic->carbon,2
1928,metal->bronze,1
1928,stone->mica,2
1928,ceramic->porcelain,1
1928,stone->marble,1
1928,fibre->burlap,2
1928,fibre->felt,2
1928,animal->shellac,1
1928,metal->mercury,1
1928,wood->cork,1
1928,metal->tin,3
1928,wood->cork - possible,1
1928,synthetic - possible,1
1928,metal - possible->,1
1928,metal->steel - possible,1
1929,wood,26
1929,metal,74
1929,glass,79
1929,synthetic,49
1929,paper,89
1929,metal->steel,28
1929,,10
1929,synthetic->plastic,4
1929,wood->mahogany,3
1929,metal->brass,28
1929,wood->,20
1929,fibre->,5
1929,metal->,19
1929,resin->rubber,21
1929,paper->cardboard,11
1929,metal->aluminum,11
1929,metal->copper,9
1929,synthetic->bakelite,6
1929,fibre->felt,3
1929,fibre->cotton,6
1929,synthetic->polyester,1
1929,skin->leather,15
1929,ceramic,14
1929,fibre,6
1929,fibre->silk,1
1929,metal->cast-iron,6
1929,wood->oak,1
1929,wood->walnut,2
1929,plant,1
1929,metal->iron,11
1929,fibre->wool,3
1929,glass->,14
1929,synthetic->,4
1929,metal->chromium,4
1929,metal->stainless steel,1
1929,metal->brass - possible,2
1929,metal->tin,5
1929,fibre->velvet,1
1929,stone->,1
1929,synthetic->leatherette,2
1929,synthetic->vinyl,1
1929,metal->chromium - possible,1
1929,metal->nickel,4
1929,resin->phenolic,1
1929,plant->wheat,1
1929,synthetic->bakelite - possible,1
1929,stone->asbestos,1
1929,synthetic->celluloid,1
1929,ceramic->porcelain,2
1929,resin->wax,2
1929,metal->duralumin,1
1929,fibre->canvas,2
1929,fibre->linen,2
1929,synthetic->carbon,1
1929,metal->lead,1
1929,plant->straw,1
1929,paper->,3
1929,wood - possible->,1
1929,metal->copper - possible,2
1929,fibre->cotton - possible,1
1929,resin->rubber - possible,1
1929,stone->asbestos - possible,1
1929,metal->iron - possible,1
1929,metal->steel - possible,1
1929,synthetic->plexiglass,1
1930,metal,405
1930,paper,211
1930,glass,229
1930,synthetic,206
1930,skin->leather,86
1930,skin->chamois,1
1930,wood,200
1930,metal->bronze,8
1930,glass->,101
1930,metal->brass,140
1930,ceramic,34
1930,metal->steel,165
1930,metal->copper,52
1930,synthetic->plastic,26
1930,fibre,104
1930,paper->cardboard,38
1930,metal->brass - possible,2
1930,metal->iron,52
1930,metal->aluminum,51
1930,stone->asbestos,5
1930,wood->,106
1930,paper->card stock,45
1930,wood->oak - possible,2
1930,metal->iron - possible,2
1930,metal->white metal,1
1930,,70
1930,metal->,158
1930,resin->rubber,95
1930,animal->hair - possible,2
1930,fibre->,24
1930,metal->aluminum - possible,3
1930,fibre - possible,1
1930,paper - possible->,2
1930,resin->ebonite,7
1930,ceramic->porcelain,22
1930,synthetic->bakelite,52
1930,metal->chromium,14
1930,synthetic->carbon,12
1930,metal->cast-iron,28
1930,ceramic->pottery,1
1930,metal->tungsten,5
1930,synthetic->,56
1930,fibre->felt,11
1930,paper->,29
1930,metal->lead,11
1930,glass->enamel,18
1930,fibre->cotton,20
1930,metal->tin,10
1930,fibre->silk,4
1930,ceramic->pottery - possible,1
1930,ceramic->porcelain - possible,2
1930,ceramic->,7
1930,metal->zinc,2
1930,plant,2
1930,synthetic->leatherette,7
1930,fibre->canvas,20
1930,wood->ash,3
1930,metal->stainless steel,17
1930,fluid->oil,4
1930,wood->oak,2
1930,metal->nickel,21
1930,animal,2
1930,paper->wax paper,1
1930,fluid->water,1
1930,wood->rosewood,1
1930,synthetic->bakelite - possible,4
1930,wood->teak,1
1930,wood->mahogany,2
1930,wood->pine - possible,1
1930,animal->glue,1
1930,resin->rubber - possible,3
1930,synthetic->vinyl,6
1930,wood->mahogany - possible,2
1930,metal->wrought iron,1
1930,fibre->velvet,6
1930,fibre->linen,2
1930,metal->steel - possible,6
1930,synthetic - possible,6
1930,resin->wax,4
1930,metal->copper - possible,2
1930,metal->silver,2
1930,wood->maple,1
1930,synthetic->elastic,3
1930,metal->mercury,6
1930,plant->,1
1930,fibre->oil-cloth,1
1930,stone->sandstone,1
1930,fibre->wool,3
1930,fibre->jute,1
1930,skin->pelt,1
1930,fibre->twill,1
1930,fluid->alcohol,4
1930,resin->vulcanite,4
1930,stone->mica,5
1930,composite,2
1930,stone - possible->mica - possible,1
1930,fibre->cotton - possible,2
1930,skin->hide,2
1930,fibre->linen - possible,2
1930,paper->cardboard - possible,1
1930,synthetic->celluloid,4
1930,synthetic->plexiglass,1
1930,synthetic->cellulose,2
1930,synthetic->acetate,2
1930,->,4
1930,wood->cork,8
1930,wood->birch,1
1930,synthetic->French ivory,1
1930,resin->,1
1930,composite->ink,1
1930,plant->straw,1
1930,wood->pine,1
1930,stone,1
1930,fibre->felt - possible,1
1930,fluid,1
1930,fibre->wool - possible,1
1930,paper->papier-mache,22
1930,paper - possible,16
1930,synthetic->mylar - possible,1
1930,metal->tin - possible,1
1930,metal - possible,1
1930,metal->chromium - possible,1
1930,wood - possible->cork - possible,1
1930,resin - possible->wax - possible,1
1930,paper->wax paper - possible,2
1930,paper->card stock - possible,1
1930,resin - possible->rubber - possible,4
1930,synthetic - possible->,1
1930,wood - possible->,1
1930,fibre->velvet - possible,2
1930,fibre->silk - possible,1
1930,wood->ebony - possible,1
1930,wood->rosewood - possible,1
1930,synthetic - possible->bakelite - possible,1
1930,animal->hair,1
1931,metal->steel,26
1931,metal->aluminum,11
1931,glass,41
1931,metal,44
1931,synthetic,22
1931,paper,42
1931,wood,13
1931,fibre,16
1931,synthetic->plexiglass,1
1931,resin->rubber,9
1931,synthetic->plastic,4
1931,fibre->,5
1931,paper->cardboard,8
1931,metal->brass,13
1931,,7
1931,metal->,18
1931,skin->leather,10
1931,fibre->canvas,1
1931,metal->copper,4
1931,fibre->silk,1
1931,metal->tin,1
1931,wood->,12
1931,synthetic->bakelite,8
1931,metal->chromium,4
1931,glass->enamel,5
1931,synthetic->,6
1931,fibre->cotton,3
1931,ceramic->porcelain,5
1931,glass->,9
1931,wood->mahogany,1
1931,synthetic->leatherette,4
1931,synthetic->carbon,1
1931,metal->cast-iron,3
1931,metal->aluminum - possible,1
